,Season,TeamID,Played,W,L,Win rate,Seed,Mean score
3381,1994,1179,26,10,16,0.38461538461538464,0,77.19375
3382,1994,1180,28,24,4,0.8571428571428571,13,72.625
3383,1994,1181,28,23,5,0.8214285714285714,2,75.49565217391304
3384,1994,1182,28,16,12,0.5714285714285714,0,70.95833333333333
3385,1994,1183,26,11,15,0.4230769230769231,0,69.15454545454546
3386,1994,1184,25,11,14,0.44,0,80.87012987012987
3387,1994,1185,25,13,12,0.52,0,73.88782051282051
3388,1994,1186,22,2,20,0.09090909090909091,0,70.65
3389,1994,1187,27,15,12,0.5555555555555556,0,73.2
3390,1994,1188,0,0,0,0.0,0,
3391,1994,1189,0,0,0,0.0,0,
3392,1994,1190,28,14,14,0.5,0,81.96428571428572
3393,1994,1191,29,19,10,0.6551724137931034,0,73.68157894736842
3394,1994,1192,26,13,13,0.5,0,71.73076923076923
3395,1994,1193,27,8,19,0.2962962962962963,0,75.22368421052632
3396,1994,1194,26,3,23,0.11538461538461539,0,72.92753623188406
3397,1994,1195,0,0,0,0.0,0,
3398,1994,1196,32,25,7,0.78125,3,73.9
3399,1994,1197,26,3,23,0.11538461538461539,0,66.18840579710144
3400,1994,1198,27,11,16,0.4074074074074074,0,70.07102272727272
3401,1994,1199,27,13,14,0.48148148148148145,0,77.27747252747253
3402,1994,1200,26,11,15,0.4230769230769231,0,71.13333333333333
3403,1994,1201,28,18,10,0.6428571428571429,0,73.34444444444443
3404,1994,1202,27,10,17,0.37037037037037035,0,73.23529411764706
3405,1994,1203,28,17,11,0.6071428571428571,10,67.88770053475936
3406,1994,1204,24,10,14,0.4166666666666667,0,75.17142857142858
3407,1994,1205,0,0,0,0.0,0,
3408,1994,1206,27,10,17,0.37037037037037035,0,90.83823529411765
3409,1994,1207,27,16,11,0.5925925925925926,9,70.21306818181819
3410,1994,1208,30,14,16,0.4666666666666667,0,80.33482142857143
3411,1994,1209,26,12,14,0.46153846153846156,0,73.54761904761905
3412,1994,1210,28,16,12,0.5714285714285714,0,75.29166666666666
3413,1994,1211,26,19,7,0.7307692307692307,0,79.15789473684211
3414,1994,1212,23,5,18,0.21739130434782608,0,85.89444444444445
3415,1994,1213,0,0,0,0.0,0,
3416,1994,1214,0,0,0,0.0,0,
3417,1994,1215,0,0,0,0.0,0,
3418,1994,1216,28,16,12,0.5714285714285714,0,74.90625
3419,1994,1217,25,8,17,0.32,0,69.84558823529412
3420,1994,1218,32,18,14,0.5625,13,71.18650793650794
3421,1994,1219,0,0,0,0.0,0,
3422,1994,1220,29,9,20,0.3103448275862069,0,70.83333333333334
3423,1994,1221,28,14,14,0.5,0,83.67857142857143
3424,1994,1222,27,8,19,0.2962962962962963,0,78.42434210526315
3425,1994,1223,0,0,0,0.0,0,
3426,1994,1224,25,8,17,0.32,0,74.03676470588235
3427,1994,1225,25,15,10,0.6,0,71.56666666666666
3428,1994,1226,24,15,9,0.625,0,78.68888888888888
3429,1994,1227,28,19,9,0.6785714285714286,0,80.78947368421052
3430,1994,1228,27,17,10,0.6296296296296297,8,82.03235294117647
3431,1994,1229,27,16,11,0.5925925925925926,0,73.51136363636363
3432,1994,1230,0,0,0,0.0,0,
3433,1994,1231,27,19,8,0.7037037037037037,5,79.48026315789474
3434,1994,1232,26,4,22,0.15384615384615385,0,70.69318181818181
3435,1994,1233,27,7,20,0.25925925925925924,0,75.41785714285714
3436,1994,1234,27,11,16,0.4074074074074074,0,84.58522727272728
3437,1994,1235,26,13,13,0.5,0,84.23076923076923
3438,1994,1236,0,0,0,0.0,0,
3439,1994,1237,0,0,0,0.0,0,
3440,1994,1238,28,18,10,0.6428571428571429,0,77.75
3441,1994,1239,28,17,11,0.6071428571428571,0,76.26203208556149
3442,1994,1240,0,0,0,0.0,0,
3443,1994,1241,29,20,9,0.6896551724137931,14,82.38055555555556
3444,1994,1242,31,24,7,0.7741935483870968,4,75.97619047619048
3445,1994,1243,29,17,12,0.5862068965517241,0,67.54656862745098
3446,1994,1244,0,0,0,0.0,0,
3447,1994,1245,27,13,14,0.48148148148148145,0,66.57692307692308
3448,1994,1246,32,26,6,0.8125,3,83.98717948717949
3449,1994,1247,26,10,16,0.38461538461538464,0,72.7125
3450,1994,1248,27,8,19,0.2962962962962963,0,77.18421052631578
3451,1994,1249,25,8,17,0.32,0,74.59558823529412
3452,1994,1250,26,9,17,0.34615384615384615,0,78.95751633986927
3453,1994,1251,27,16,11,0.5925925925925926,16,70.86647727272728
3454,1994,1252,0,0,0,0.0,0,
3455,1994,1253,25,15,10,0.6,0,77.71666666666667
3456,1994,1254,27,3,24,0.1111111111111111,0,78.5
3457,1994,1255,0,0,0,0.0,0,
3458,1994,1256,26,1,25,0.038461538461538464,0,62.78
3459,1994,1257,31,26,5,0.8387096774193549,3,76.56153846153846
3460,1994,1258,27,6,21,0.2222222222222222,0,80.70238095238095
3461,1994,1259,29,17,12,0.5862068965517241,15,78.88480392156863
3462,1994,1260,26,7,19,0.2692307692307692,0,70.21428571428572
3463,1994,1261,27,11,16,0.4074074074074074,0,81.13920454545455
3464,1994,1262,0,0,0,0.0,0,
3465,1994,1263,29,20,9,0.6896551724137931,0,79.26388888888889
3466,1994,1264,29,19,10,0.6551724137931034,0,72.5
3467,1994,1265,27,14,13,0.5185185185185185,0,77.92307692307692
3468,1994,1266,29,21,8,0.7241379310344828,6,66.82142857142857
3469,1994,1267,25,7,18,0.28,0,74.9126984126984
3470,1994,1268,27,16,11,0.5925925925925926,10,78.73295454545455
3471,1994,1269,33,27,6,0.8181818181818182,2,74.6574074074074
3472,1994,1270,25,9,16,0.36,0,70.61458333333334
3473,1994,1271,25,13,12,0.52,0,71.4551282051282
3474,1994,1272,29,13,16,0.4482758620689655,0,72.9639423076923
3475,1994,1273,27,3,24,0.1111111111111111,0,68.125
3476,1994,1274,27,7,20,0.25925925925925924,0,68.01785714285714
3477,1994,1275,28,18,10,0.6428571428571429,0,73.83888888888889
3478,1994,1276,28,21,7,0.75,3,78.85714285714286
3479,1994,1277,30,19,11,0.6333333333333333,7,73.92344497607655
3480,1994,1278,31,20,11,0.6451612903225806,6,77.85227272727272
3481,1994,1279,24,11,13,0.4583333333333333,0,71.67132867132867
3482,1994,1280,27,17,10,0.6296296296296297,0,73.45882352941177
3483,1994,1281,27,24,3,0.8888888888888888,1,79.02083333333333
3484,1994,1282,28,11,17,0.39285714285714285,0,73.10160427807486
3485,1994,1283,27,12,15,0.4444444444444444,0,62.95
3486,1994,1284,29,18,11,0.6206896551724138,0,73.59848484848484
3487,1994,1285,24,15,9,0.625,0,75.35555555555555
3488,1994,1286,24,13,11,0.5416666666666666,0,77.75174825174824
3489,1994,1287,26,12,14,0.46153846153846156,0,81.98809523809524
3490,1994,1288,28,8,20,0.2857142857142857,0,72.7
3491,1994,1289,0,0,0,0.0,0,
3492,1994,1290,24,8,16,0.3333333333333333,0,84.3125
3493,1994,1291,28,14,14,0.5,0,79.75
3494,1994,1292,26,7,19,0.2692307692307692,0,74.05639097744361
3495,1994,1293,25,20,5,0.8,0,85.625
3496,1994,1294,0,0,0,0.0,0,
3497,1994,1295,0,0,0,0.0,0,
3498,1994,1296,26,9,17,0.34615384615384615,0,73.80065359477123
3499,1994,1297,0,0,0,0.0,0,
3500,1994,1298,28,16,12,0.5714285714285714,16,74.72916666666666
3501,1994,1299,27,15,12,0.5555555555555556,16,74.4
3502,1994,1300,0,0,0,0.0,0,
3503,1994,1301,30,11,19,0.36666666666666664,0,70.12200956937798
3504,1994,1302,25,14,11,0.56,0,80.67532467532467
3505,1994,1303,0,0,0,0.0,0,
3506,1994,1304,29,20,9,0.6896551724137931,6,86.20277777777778
3507,1994,1305,27,10,17,0.37037037037037035,0,74.27941176470588
3508,1994,1306,28,15,13,0.5357142857142857,0,72.44615384615385
3509,1994,1307,28,21,7,0.75,10,75.42857142857142
3510,1994,1308,28,21,7,0.75,13,77.64285714285714
3511,1994,1309,27,18,9,0.6666666666666666,0,69.63888888888889
3512,1994,1310,27,6,21,0.2222222222222222,0,69.54761904761905
3513,1994,1311,26,17,9,0.6538461538461539,0,84.92810457516339
3514,1994,1312,0,0,0,0.0,0,
3515,1994,1313,0,0,0,0.0,0,
3516,1994,1314,33,27,6,0.8181818181818182,1,82.06481481481481
3517,1994,1315,0,0,0,0.0,0,
3518,1994,1316,0,0,0,0.0,0,
3519,1994,1317,29,14,15,0.4827586206896552,0,72.12380952380951
3520,1994,1318,26,4,22,0.15384615384615385,0,76.64772727272728
3521,1994,1319,22,10,12,0.45454545454545453,0,79.025
3522,1994,1320,28,15,13,0.5357142857142857,0,74.75641025641025
3523,1994,1321,26,13,13,0.5,0,74.38461538461539
3524,1994,1322,22,7,15,0.3181818181818182,0,85.17619047619047
3525,1994,1323,28,11,17,0.39285714285714285,0,71.50802139037432
3526,1994,1324,0,0,0,0.0,0,
3527,1994,1325,30,23,7,0.7666666666666667,12,77.88509316770187
3528,1994,1326,28,12,16,0.42857142857142855,0,76.21875
3529,1994,1327,0,0,0,0.0,0,
3530,1994,1328,27,15,12,0.5555555555555556,0,87.54166666666666
3531,1994,1329,30,21,9,0.7,4,77.38888888888889
3532,1994,1330,29,20,9,0.6896551724137931,0,82.58055555555555
3533,1994,1331,27,6,21,0.2222222222222222,0,75.89285714285714
3534,1994,1332,25,8,17,0.32,0,75.93014705882354
3535,1994,1333,26,6,20,0.23076923076923078,0,72.075
3536,1994,1334,29,15,14,0.5172413793103449,0,78.53809523809524
3537,1994,1335,25,23,2,0.92,11,73.90217391304347
3538,1994,1336,27,13,14,0.48148148148148145,0,70.42582417582418
3539,1994,1337,27,17,10,0.6296296296296297,14,69.46764705882353
3540,1994,1338,27,13,14,0.48148148148148145,0,78.23901098901099
3541,1994,1339,27,10,17,0.37037037037037035,0,79.2235294117647
3542,1994,1340,0,0,0,0.0,0,
3543,1994,1341,24,2,22,0.08333333333333333,0,80.20454545454545
3544,1994,1342,0,0,0,0.0,0,
3545,1994,1343,24,16,8,0.6666666666666666,0,59.625
3546,1994,1344,29,20,9,0.6896551724137931,8,78.04444444444445
3547,1994,1345,30,26,4,0.8666666666666667,1,78.49038461538461
3548,1994,1346,0,0,0,0.0,0,
3549,1994,1347,25,17,8,0.68,0,73.125
3550,1994,1348,27,11,16,0.4074074074074074,0,73.21875
3551,1994,1349,29,15,14,0.5172413793103449,0,74.75714285714285
3552,1994,1350,28,14,14,0.5,0,75.96428571428571
3553,1994,1351,29,21,8,0.7241379310344828,15,72.96130952380952
3554,1994,1352,28,14,14,0.5,0,70.35714285714286
3555,1994,1353,27,11,16,0.4074074074074074,0,69.25
3556,1994,1354,27,14,13,0.5185185185185185,0,71.72252747252747
3557,1994,1355,0,0,0,0.0,0,
3558,1994,1356,28,22,6,0.7857142857142857,11,75.38636363636363
3559,1994,1357,0,0,0,0.0,0,
3560,1994,1358,26,7,19,0.2692307692307692,0,71.0
3561,1994,1359,26,8,18,0.3076923076923077,0,67.01388888888889
3562,1994,1360,27,16,11,0.5925925925925926,0,75.13352272727272
3563,1994,1361,26,10,16,0.38461538461538464,0,73.28125
3564,1994,1362,26,15,11,0.5769230769230769,0,87.7
3565,1994,1363,27,15,12,0.5555555555555556,0,71.16666666666666
3566,1994,1364,29,12,17,0.41379310344827586,0,68.07352941176471
3567,1994,1365,25,11,14,0.44,0,72.1103896103896
3568,1994,1366,0,0,0,0.0,0,
3569,1994,1367,0,0,0,0.0,0,
3570,1994,1368,25,8,17,0.32,0,73.35661764705883
3571,1994,1369,26,9,17,0.34615384615384615,0,86.24183006535947
3572,1994,1370,0,0,0,0.0,0,
3573,1994,1371,29,17,12,0.5862068965517241,10,67.75
3574,1994,1372,26,8,18,0.3076923076923077,0,69.68055555555556
3575,1994,1373,28,21,7,0.75,0,78.52380952380952
3576,1994,1374,27,6,21,0.2222222222222222,0,70.42857142857143
3577,1994,1375,27,13,14,0.48148148148148145,0,74.04945054945054
3578,1994,1376,28,9,19,0.32142857142857145,0,75.2719298245614
3579,1994,1377,0,0,0,0.0,0,
3580,1994,1378,27,10,17,0.37037037037037035,0,66.6
3581,1994,1379,29,15,14,0.5172413793103449,0,76.50476190476189
3582,1994,1380,23,12,11,0.5217391304347826,0,93.74621212121212
3583,1994,1381,23,12,11,0.5217391304347826,0,74.80681818181819
3584,1994,1382,27,10,17,0.37037037037037035,0,71.61470588235295
3585,1994,1383,27,1,26,0.037037037037037035,0,73.71153846153845
3586,1994,1384,28,13,15,0.4642857142857143,0,75.96153846153845
3587,1994,1385,29,12,17,0.41379310344827586,0,74.25735294117646
3588,1994,1386,28,14,14,0.5,0,72.75
3589,1994,1387,27,22,5,0.8148148148148148,7,75.21818181818182
3590,1994,1388,25,11,14,0.44,0,77.26623376623377
3591,1994,1389,27,14,13,0.5185185185185185,0,68.70879120879121
3592,1994,1390,26,16,10,0.6153846153846154,0,73.8625
3593,1994,1391,28,13,15,0.4642857142857143,0,67.86153846153846
3594,1994,1392,0,0,0,0.0,0,
3595,1994,1393,27,21,6,0.7777777777777778,4,79.47619047619048
3596,1994,1394,0,0,0,0.0,0,
3597,1994,1395,27,7,20,0.25925925925925924,0,77.06785714285715
3598,1994,1396,29,22,7,0.7586206896551724,4,60.73376623376623
3599,1994,1397,27,5,22,0.18518518518518517,0,76.20454545454545
3600,1994,1398,28,17,11,0.6071428571428571,14,76.12032085561498
3601,1994,1399,28,7,21,0.25,0,82.14285714285714
3602,1994,1400,32,25,7,0.78125,6,88.23142857142857
3603,1994,1401,29,19,10,0.6551724137931034,0,73.83157894736843
3604,1994,1402,28,22,6,0.7857142857142857,15,72.11363636363637
3605,1994,1403,28,17,11,0.6071428571428571,0,82.48663101604278
3606,1994,1404,25,3,22,0.12,0,80.06818181818181
3607,1994,1405,26,15,11,0.5769230769230769,0,72.9939393939394
3608,1994,1406,30,21,9,0.7,0,71.43650793650794
3609,1994,1407,25,11,14,0.44,0,96.57467532467533
3610,1994,1408,27,17,10,0.6296296296296297,0,77.11470588235295
3611,1994,1409,27,20,7,0.7407407407407407,12,77.62142857142857
3612,1994,1410,26,14,12,0.5384615384615384,0,72.83333333333334
3613,1994,1411,25,15,10,0.6,15,79.51666666666668
3614,1994,1412,29,22,7,0.7586206896551724,7,68.82142857142857
3615,1994,1413,0,0,0,0.0,0,
3616,1994,1414,29,9,20,0.3103448275862069,0,79.49166666666667
3617,1994,1415,0,0,0,0.0,0,
3618,1994,1416,27,19,8,0.7037037037037037,16,77.625
3619,1994,1417,27,21,6,0.7777777777777778,5,81.91666666666666
3620,1994,1418,28,21,7,0.75,11,77.26190476190476
3621,1994,1419,27,18,9,0.6666666666666666,0,79.38888888888889
3622,1994,1420,26,5,21,0.19230769230769232,0,75.74761904761905
3623,1994,1421,24,1,23,0.041666666666666664,0,71.43478260869566
3624,1994,1422,27,15,12,0.5555555555555556,0,72.8
3625,1994,1423,28,18,10,0.6428571428571429,0,74.21111111111111
3626,1994,1424,27,14,13,0.5185185185185185,0,77.21428571428572
3627,1994,1425,27,16,11,0.5925925925925926,0,70.89488636363636
3628,1994,1426,25,5,20,0.2,0,76.675
3629,1994,1427,25,10,15,0.4,0,78.41666666666667
3630,1994,1428,26,12,14,0.46153846153846156,0,73.67857142857143
3631,1994,1429,25,12,13,0.48,0,67.63461538461539
3632,1994,1430,0,0,0,0.0,0,
3633,1994,1431,26,14,12,0.5384615384615384,0,70.625
3634,1994,1432,0,0,0,0.0,0,
3635,1994,1433,27,14,13,0.5185185185185185,0,77.52472527472528
3636,1994,1434,27,19,8,0.7037037037037037,0,73.11842105263159
3637,1994,1435,27,16,11,0.5925925925925926,0,77.25
3638,1994,1436,25,10,15,0.4,0,79.95
3639,1994,1437,27,15,12,0.5555555555555556,0,72.69166666666666
3640,1994,1438,29,17,12,0.5862068965517241,7,63.81372549019608
3641,1994,1439,28,18,10,0.6428571428571429,0,70.37777777777778
3642,1994,1440,26,3,23,0.11538461538461539,0,72.2463768115942
3643,1994,1441,26,10,16,0.38461538461538464,0,73.70625
3644,1994,1442,26,6,20,0.23076923076923078,0,69.675
3645,1994,1443,29,19,10,0.6551724137931034,11,74.79736842105262
3646,1994,1444,28,14,14,0.5,0,69.78571428571428
3647,1994,1445,0,0,0,0.0,0,
3648,1994,1446,0,0,0,0.0,0,
3649,1994,1447,28,16,12,0.5714285714285714,0,74.71875
3650,1994,1448,30,20,10,0.6666666666666666,5,70.85
3651,1994,1449,27,5,22,0.18518518518518517,0,61.46818181818182
3652,1994,1450,28,18,10,0.6428571428571429,8,74.61666666666667
3653,1994,1451,26,16,10,0.6153846153846154,0,81.0375
3654,1994,1452,27,16,11,0.5925925925925926,0,76.28125
3655,1994,1453,32,26,6,0.8125,12,62.84615384615385
3656,1994,1454,27,10,17,0.37037037037037035,0,69.65882352941176
3657,1994,1455,26,8,18,0.3076923076923077,0,67.25694444444444
3658,1994,1456,27,4,23,0.14814814814814814,0,76.96739130434783
3659,1994,1457,25,3,22,0.12,0,77.70454545454545
3660,1994,1458,27,17,10,0.6296296296296297,9,74.15882352941176
3661,1994,1459,0,0,0,0.0,0,
3662,1994,1460,28,11,17,0.39285714285714285,0,72.59358288770053
3663,1994,1461,27,13,14,0.48148148148148145,0,69.37912087912088
3664,1994,1462,26,19,7,0.7307692307692307,0,77.5187969924812
3665,1994,1463,25,9,16,0.36,0,65.03472222222223
3666,1994,1464,26,5,21,0.19230769230769232,0,70.58571428571429
3667,1994,1465,0,0,0,0.0,0,
3668,1994,1466,0,0,0,0.0,0,
3669,1994,1467,0,0,0,0.0,0,
3670,1995,1101,0,0,0,0.0,0,
3671,1995,1102,24,5,19,0.20833333333333334,0,69.43684210526317
3672,1995,1103,25,7,18,0.28,0,62.18650793650794
3673,1995,1104,31,22,9,0.7096774193548387,5,70.74747474747474
3674,1995,1105,0,0,0,0.0,0,
3675,1995,1106,22,8,14,0.36363636363636365,0,83.08035714285714
3676,1995,1107,0,0,0,0.0,0,
3677,1995,1108,23,4,19,0.17391304347826086,0,83.04605263157895
3678,1995,1109,0,0,0,0.0,0,
3679,1995,1110,28,9,19,0.32142857142857145,0,77.28654970760235
3680,1995,1111,27,7,20,0.25925925925925924,0,75.09642857142856
3681,1995,1112,29,22,7,0.7586206896551724,5,80.6461038961039
3682,1995,1113,30,22,8,0.7333333333333333,5,77.38068181818181
3683,1995,1114,28,16,12,0.5714285714285714,0,73.33333333333334
3684,1995,1115,0,0,0,0.0,0,
3685,1995,1116,32,26,6,0.8125,2,83.75641025641025
3686,1995,1117,26,6,20,0.23076923076923078,0,67.48333333333333
3687,1995,1118,0,0,0,0.0,0,
3688,1995,1119,27,11,16,0.4074074074074074,0,73.4034090909091
3689,1995,1120,26,14,12,0.5384615384615384,0,76.28571428571428
3690,1995,1121,0,0,0,0.0,0,
3691,1995,1122,27,11,16,0.4074074074074074,0,74.91761363636363
3692,1995,1123,27,17,10,0.6296296296296297,12,75.40294117647059
3693,1995,1124,27,8,19,0.2962962962962963,0,84.52302631578948
3694,1995,1125,0,0,0,0.0,0,
3695,1995,1126,25,10,15,0.4,0,76.80000000000001
3696,1995,1127,0,0,0,0.0,0,
3697,1995,1128,0,0,0,0.0,0,
3698,1995,1129,27,17,10,0.6296296296296297,0,70.22058823529412
3699,1995,1130,28,9,19,0.32142857142857145,0,75.28362573099415
3700,1995,1131,31,15,16,0.4838709677419355,0,65.71875
3701,1995,1132,25,14,11,0.56,0,68.01948051948052
3702,1995,1133,28,19,9,0.6785714285714286,0,69.20175438596492
3703,1995,1134,0,0,0,0.0,0,
3704,1995,1135,26,13,13,0.5,0,67.84615384615384
3705,1995,1136,0,0,0,0.0,0,
3706,1995,1137,27,13,14,0.48148148148148145,0,70.13736263736263
3707,1995,1138,28,18,10,0.6428571428571429,0,76.43333333333334
3708,1995,1139,26,14,12,0.5384615384615384,0,73.11904761904762
3709,1995,1140,31,22,9,0.7096774193548387,8,74.01262626262627
3710,1995,1141,24,1,23,0.041666666666666664,0,59.913043478260875
3711,1995,1142,26,0,26,0.0,0,55.42307692307692
3712,1995,1143,27,13,14,0.48148148148148145,0,80.04945054945054
3713,1995,1144,24,6,18,0.25,0,63.66666666666667
3714,1995,1145,30,18,12,0.6,0,68.36111111111111
3715,1995,1146,0,0,0,0.0,0,
3716,1995,1147,26,9,17,0.34615384615384615,0,81.56535947712419
3717,1995,1148,26,8,18,0.3076923076923077,0,72.86111111111111
3718,1995,1149,29,19,10,0.6551724137931034,0,73.13157894736841
3719,1995,1150,27,19,8,0.7037037037037037,7,71.80263157894737
3720,1995,1151,27,17,10,0.6296296296296297,15,74.66764705882352
3721,1995,1152,26,6,20,0.23076923076923078,0,81.46666666666667
3722,1995,1153,32,21,11,0.65625,7,78.26190476190476
3723,1995,1154,24,8,16,0.3333333333333333,0,67.65625
3724,1995,1155,27,15,12,0.5555555555555556,0,63.43333333333334
3725,1995,1156,25,8,17,0.32,0,73.79044117647058
3726,1995,1157,24,4,20,0.16666666666666666,0,77.425
3727,1995,1158,26,21,5,0.8076923076923077,0,67.95714285714286
3728,1995,1159,29,17,12,0.5862068965517241,16,75.20098039215686
3729,1995,1160,27,15,12,0.5555555555555556,0,78.94166666666666
3730,1995,1161,28,14,14,0.5,0,73.85714285714286
3731,1995,1162,25,3,22,0.12,0,65.93181818181819
3732,1995,1163,29,25,4,0.8620689655172413,2,78.32
3733,1995,1164,28,19,9,0.6785714285714286,0,70.68421052631578
3734,1995,1165,25,8,17,0.32,0,71.75
3735,1995,1166,26,7,19,0.2692307692307692,0,62.58646616541354
3736,1995,1167,0,0,0,0.0,0,
3737,1995,1168,27,7,20,0.25925925925925924,0,71.94642857142857
3738,1995,1169,26,7,19,0.2692307692307692,0,75.68045112781954
3739,1995,1170,27,6,21,0.2222222222222222,0,68.23809523809524
3740,1995,1171,25,12,13,0.48,0,68.0576923076923
3741,1995,1172,24,11,13,0.4583333333333333,0,72.82517482517483
3742,1995,1173,27,7,20,0.25925925925925924,0,71.04285714285714
3743,1995,1174,25,10,15,0.4,0,74.86666666666667
3744,1995,1175,27,6,21,0.2222222222222222,0,74.70238095238095
3745,1995,1176,0,0,0,0.0,0,
3746,1995,1177,27,17,10,0.6296296296296297,0,77.78823529411764
3747,1995,1178,26,11,15,0.4230769230769231,0,69.9969696969697
3748,1995,1179,27,12,15,0.4444444444444444,0,73.69999999999999
3749,1995,1180,29,22,7,0.7586206896551724,13,73.86688311688312
3750,1995,1181,31,13,18,0.41935483870967744,0,78.57905982905983
3751,1995,1182,28,10,18,0.35714285714285715,0,69.04444444444445
3752,1995,1183,26,13,13,0.5,0,72.96153846153847
3753,1995,1184,28,9,19,0.32142857142857145,0,74.09649122807018
3754,1995,1185,27,18,9,0.6666666666666666,0,72.86111111111111
3755,1995,1186,23,4,19,0.17391304347826086,0,70.14473684210526
3756,1995,1187,28,17,11,0.6071428571428571,0,71.7192513368984
3757,1995,1188,0,0,0,0.0,0,
3758,1995,1189,0,0,0,0.0,0,
3759,1995,1190,25,11,14,0.44,0,77.91558441558442
3760,1995,1191,27,18,9,0.6666666666666666,0,74.55555555555556
3761,1995,1192,28,16,12,0.5714285714285714,0,72.98958333333334
3762,1995,1193,28,13,15,0.4642857142857143,0,69.21282051282051
3763,1995,1194,25,7,18,0.28,0,65.6547619047619
3764,1995,1195,0,0,0,0.0,0,
3765,1995,1196,29,17,12,0.5862068965517241,10,72.50980392156863
3766,1995,1197,24,2,22,0.08333333333333333,0,74.8409090909091
3767,1995,1198,29,11,18,0.3793103448275862,16,68.42676767676767
3768,1995,1199,27,12,15,0.4444444444444444,0,75.95833333333334
3769,1995,1200,26,9,17,0.34615384615384615,0,67.91830065359477
3770,1995,1201,27,12,15,0.4444444444444444,0,71.36666666666667
3771,1995,1202,24,7,17,0.2916666666666667,0,69.5
3772,1995,1203,31,18,13,0.5806451612903226,0,74.54700854700855
3773,1995,1204,24,4,20,0.16666666666666666,0,66.7
3774,1995,1205,0,0,0,0.0,0,
3775,1995,1206,26,6,20,0.23076923076923078,0,94.96666666666667
3776,1995,1207,28,19,9,0.6785714285714286,6,74.89766081871346
3777,1995,1208,27,18,9,0.6666666666666666,0,76.02777777777777
3778,1995,1209,27,10,17,0.37037037037037035,0,74.31470588235294
3779,1995,1210,30,18,12,0.6,0,78.29166666666666
3780,1995,1211,27,19,8,0.7037037037037037,14,74.92434210526315
3781,1995,1212,24,7,17,0.2916666666666667,0,81.4327731092437
3782,1995,1213,0,0,0,0.0,0,
3783,1995,1214,0,0,0,0.0,0,
3784,1995,1215,0,0,0,0.0,0,
3785,1995,1216,27,11,16,0.4074074074074074,0,71.2159090909091
3786,1995,1217,25,5,20,0.2,0,69.1
3787,1995,1218,29,16,13,0.5517241379310345,0,69.57451923076923
3788,1995,1219,0,0,0,0.0,0,
3789,1995,1220,27,9,18,0.3333333333333333,0,71.88888888888889
3790,1995,1221,27,15,12,0.5555555555555556,0,76.60833333333333
3791,1995,1222,27,8,19,0.2962962962962963,0,78.04276315789474
3792,1995,1223,0,0,0,0.0,0,
3793,1995,1224,27,9,18,0.3333333333333333,0,72.72222222222223
3794,1995,1225,24,9,15,0.375,0,68.77777777777777
3795,1995,1226,24,14,10,0.5833333333333334,0,76.61428571428571
3796,1995,1227,26,17,9,0.6538461538461539,0,82.98366013071896
3797,1995,1228,29,18,11,0.6206896551724138,11,70.76010101010101
3798,1995,1229,30,18,12,0.6,0,73.79166666666667
3799,1995,1230,0,0,0,0.0,0,
3800,1995,1231,29,18,11,0.6206896551724138,9,73.18434343434343
3801,1995,1232,25,6,19,0.24,0,74.96491228070175
3802,1995,1233,27,10,17,0.37037037037037035,0,76.81764705882352
3803,1995,1234,29,18,11,0.6206896551724138,0,83.47727272727272
3804,1995,1235,29,19,10,0.6551724137931034,7,73.68684210526317
3805,1995,1236,0,0,0,0.0,0,
3806,1995,1237,0,0,0,0.0,0,
3807,1995,1238,28,10,18,0.35714285714285715,0,78.30555555555556
3808,1995,1239,26,17,9,0.6538461538461539,0,74.281045751634
3809,1995,1240,0,0,0,0.0,0,
3810,1995,1241,29,16,13,0.5517241379310345,0,77.97836538461539
3811,1995,1242,27,22,5,0.8148148148148148,1,77.75
3812,1995,1243,25,10,15,0.4,0,69.16666666666667
3813,1995,1244,0,0,0,0.0,0,
3814,1995,1245,27,8,19,0.2962962962962963,0,67.65789473684211
3815,1995,1246,29,25,4,0.8620689655172413,1,85.45
3816,1995,1247,27,13,14,0.48148148148148145,0,74.04120879120879
3817,1995,1248,26,1,25,0.038461538461538464,0,72.36
3818,1995,1249,25,9,16,0.36,0,66.23611111111111
3819,1995,1250,26,10,16,0.38461538461538464,0,76.48125
3820,1995,1251,26,10,16,0.38461538461538464,0,66.6
3821,1995,1252,0,0,0,0.0,0,
3822,1995,1253,28,19,9,0.6785714285714286,13,70.65204678362574
3823,1995,1254,27,10,17,0.37037037037037035,0,80.26470588235294
3824,1995,1255,0,0,0,0.0,0,
3825,1995,1256,26,13,13,0.5,0,63.80769230769231
3826,1995,1257,32,19,13,0.59375,11,75.94534412955466
3827,1995,1258,27,12,15,0.4444444444444444,0,73.5
3828,1995,1259,27,9,18,0.3333333333333333,0,70.33333333333334
3829,1995,1260,26,4,22,0.15384615384615385,0,68.86363636363637
3830,1995,1261,27,12,15,0.4444444444444444,0,80.675
3831,1995,1262,0,0,0,0.0,0,
3832,1995,1263,27,11,16,0.4074074074074074,0,68.70454545454545
3833,1995,1264,29,25,4,0.8620689655172413,13,72.6
3834,1995,1265,28,17,11,0.6071428571428571,0,74.68181818181819
3835,1995,1266,28,17,11,0.6071428571428571,0,69.20588235294117
3836,1995,1267,26,17,9,0.6538461538461539,0,80.80065359477123
3837,1995,1268,30,23,7,0.7666666666666667,3,84.09627329192546
